Component 1 of 2:
8.000001 4.635816 1.873062
7.846251 4.051316 3.320063
7.391001 3.489066 4.711563
6.651751 2.971066 5.993813
5.656751 2.516816 7.117813
4.444501 2.144066 8.040313
3.061501 1.867316 8.725813
1.560750 1.696566 9.148063
0.000000 1.639066 9.290563
-1.560750 1.696566 9.148063
-3.061500 1.867316 8.725813
-4.444500 2.144066 8.040313
-5.656750 2.516816 7.117813
-6.651750 2.971066 5.993813
-7.391000 3.489066 4.711563
-7.846250 4.051316 3.320063
-8.000000 4.635816 1.873062
-7.846250 5.220566 0.425812
-7.391000 5.782816 -0.965438
-6.651750 6.300816 -2.247938
-5.656750 6.755066 -3.371938
-4.444500 7.127816 -4.294438
-3.061500 7.404566 -4.979688
-1.560750 7.575067 -5.401938
0.000000 7.632817 -5.544438
1.560750 7.575067 -5.401938
3.061501 7.404566 -4.979688
4.444501 7.127816 -4.294438
5.656751 6.755066 -3.371938
6.651751 6.300816 -2.247938
7.391001 5.782816 -0.965438
7.846251 5.220566 0.425812
Component 2 of 2:
8.000001 -4.636022 -1.873003
7.846251 -5.220522 -0.426003
7.391001 -5.782772 0.965497
6.651751 -6.300772 2.247747
5.656751 -6.755022 3.371747
4.444501 -7.127772 4.294247
3.061501 -7.404522 4.979747
1.560750 -7.575272 5.401997
0.000000 -7.632772 5.544497
-1.560750 -7.575272 5.401997
-3.061500 -7.404522 4.979747
-4.444500 -7.127772 4.294247
-5.656750 -6.755022 3.371747
-6.651750 -6.300772 2.247747
-7.391000 -5.782772 0.965497
-7.846250 -5.220522 -0.426003
-8.000000 -4.636022 -1.873003
-7.846250 -4.051272 -3.320253
-7.391000 -3.489022 -4.711503
-6.651750 -2.971022 -5.994003
-5.656750 -2.516772 -7.118003
-4.444500 -2.144022 -8.040503
-3.061500 -1.867272 -8.725753
-1.560750 -1.696772 -9.148003
0.000000 -1.639022 -9.290504
1.560750 -1.696772 -9.148003
3.061501 -1.867272 -8.725753
4.444501 -2.144022 -8.040503
5.656751 -2.516772 -7.118003
6.651751 -2.971022 -5.994003
7.391001 -3.489022 -4.711503
7.846251 -4.051272 -3.320253
